dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
communities_crime,regression,MAR,0.01,simple_mean,random_forest,,,,,,,0.0952,0.0019,0.1388,0.0022,0.6258,0.012,0.146,0.0074,0.1839,0.0106,,
communities_crime,regression,MAR,0.01,simple_mean,ridge_regression,,,,,,,0.0982,0.0032,0.14,0.004,0.6197,0.0031,0.146,0.0074,0.1839,0.0106,,
communities_crime,regression,MAR,0.01,simple_median,lightgbm,,,,,,,0.0939,0.0023,0.141,0.0019,0.6139,0.0161,0.1361,0.0081,0.1857,0.0122,,
communities_crime,regression,MAR,0.01,simple_median,random_forest,,,,,,,0.0953,0.0017,0.139,0.0018,0.6249,0.014,0.1361,0.0081,0.1857,0.0122,,
communities_crime,regression,MAR,0.01,simple_median,ridge_regression,,,,,,,0.0982,0.0031,0.14,0.0038,0.6198,0.0033,0.1361,0.0081,0.1857,0.0122,,
communities_crime,regression,MAR,0.05,iterative,lightgbm,,,,,,,0.0934,0.0039,0.138,0.0065,0.6308,0.0142,0.0564,0.0021,0.0806,0.003,,
communities_crime,regression,MAR,0.05,iterative,random_forest,,,,,,,0.0957,0.0021,0.1404,0.0025,0.617,0.0109,0.0564,0.0021,0.0806,0.003,,
communities_crime,regression,MAR,0.05,iterative,ridge_regression,,,,,,,0.0982,0.0031,0.1409,0.0063,0.6148,0.0134,0.0564,0.0021,0.0806,0.003,,
communities_crime,regression,MAR,0.05,knn_3,lightgbm,,,,,,,0.0919,0.0054,0.1377,0.0061,0.6318,0.0163,0.0753,0.0028,0.1058,0.0046,,
communities_crime,regression,MAR,0.05,knn_3,random_forest,,,,,,,0.0962,0.0036,0.1401,0.0037,0.6188,0.0167,0.0753,0.0028,0.1058,0.0046,,
communities_crime,regression,MAR,0.05,knn_3,ridge_regression,,,,,,,0.097,0.0044,0.1378,0.007,0.6317,0.0216,0.0753,0.0028,0.1058,0.0046,,
communities_crime,regression,MAR,0.05,knn_5,lightgbm,,,,,,,0.0917,0.0026,0.1364,0.0047,0.6388,0.0084,0.0728,0.0018,0.1024,0.0037,,
communities_crime,regression,MAR,0.05,knn_5,random_forest,,,,,,,0.0948,0.0022,0.1383,0.0031,0.6285,0.0139,0.0728,0.0018,0.1024,0.0037,,
communities_crime,regression,MAR,0.05,knn_5,ridge_regression,,,,,,,0.0982,0.004,0.1391,0.006,0.6241,0.0267,0.0728,0.0018,0.1024,0.0037,,
communities_crime,regression,MAR,0.05,knn_7,lightgbm,,,,,,,0.0928,0.0011,0.1393,0.0011,0.6224,0.0285,0.072,0.0016,0.1013,0.0033,,
communities_crime,regression,MAR,0.05,knn_7,random_forest,,,,,,,0.0958,0.0015,0.1391,0.0027,0.6244,0.0089,0.072,0.0016,0.1013,0.0033,,
communities_crime,regression,MAR,0.05,knn_7,ridge_regression,,,,,,,0.0978,0.0046,0.1389,0.0065,0.6252,0.0276,0.072,0.0016,0.1013,0.0033,,
communities_crime,regression,MAR,0.05,miceforest,lightgbm,,,,,,,0.0942,0.0032,0.1411,0.005,0.6138,0.0075,0.1189,0.002,0.16,0.0039,,
communities_crime,regression,MAR,0.05,miceforest,random_forest,,,,,,,0.0987,0.0015,0.1434,0.003,0.6005,0.015,0.1189,0.002,0.16,0.0039,,
communities_crime,regression,MAR,0.05,miceforest,ridge_regression,,,,,,,0.1072,0.0054,0.1493,0.0063,0.5675,0.0202,0.1189,0.002,0.16,0.0039,,
communities_crime,regression,MAR,0.05,simple_const,lightgbm,,,,,,,0.0921,0.0019,0.1385,0.0032,0.6276,0.0066,0.3532,0.0084,0.4022,0.0075,,
communities_crime,regression,MAR,0.05,simple_const,random_forest,,,,,,,0.0976,0.0019,0.1409,0.0028,0.6143,0.0103,0.3532,0.0084,0.4022,0.0075,,
communities_crime,regression,MAR,0.05,simple_const,ridge_regression,,,,,,,0.0999,0.004,0.1435,0.0054,0.6006,0.0109,0.3532,0.0084,0.4022,0.0075,,
communities_crime,regression,MAR,0.05,simple_freq,lightgbm,,,,,,,0.0925,0.0015,0.1383,0.0014,0.6284,0.0186,0.1596,0.0074,0.2206,0.0075,,
communities_crime,regression,MAR,0.05,simple_freq,random_forest,,,,,,,0.0971,0.0018,0.1417,0.0023,0.6096,0.0213,0.1596,0.0074,0.2206,0.0075,,
communities_crime,regression,MAR,0.05,simple_freq,ridge_regression,,,,,,,0.0977,0.0033,0.1412,0.0057,0.6132,0.0103,0.1596,0.0074,0.2206,0.0075,,
communities_crime,regression,MAR,0.05,simple_mean,lightgbm,,,,,,,0.0938,0.0033,0.1409,0.0042,0.6149,0.0015,0.144,0.0018,0.184,0.0029,,
communities_crime,regression,MAR,0.05,simple_mean,random_forest,,,,,,,0.0973,0.0034,0.141,0.005,0.614,0.0209,0.144,0.0018,0.184,0.0029,,
communities_crime,regression,MAR,0.05,simple_mean,ridge_regression,,,,,,,0.0977,0.0037,0.1407,0.0049,0.6157,0.0091,0.144,0.0018,0.184,0.0029,,
communities_crime,regression,MAR,0.05,simple_median,lightgbm,,,,,,,0.0936,0.0024,0.139,0.0035,0.6249,0.0048,0.1345,0.004,0.1871,0.005,,
communities_crime,regression,MAR,0.05,simple_median,random_forest,,,,,,,0.0965,0.003,0.141,0.0039,0.6135,0.0205,0.1345,0.004,0.1871,0.005,,
communities_crime,regression,MAR,0.05,simple_median,ridge_regression,,,,,,,0.0973,0.0035,0.1406,0.0051,0.6164,0.0084,0.1345,0.004,0.1871,0.005,,
communities_crime,regression,MAR,0.1,iterative,lightgbm,,,,,,,0.092,0.0029,0.138,0.0061,0.6303,0.0229,0.0555,0.001,0.0776,0.0013,,
communities_crime,regression,MAR,0.1,iterative,random_forest,,,,,,,0.0957,0.003,0.1395,0.0037,0.6221,0.0083,0.0555,0.001,0.0776,0.0013,,
communities_crime,regression,MAR,0.1,iterative,ridge_regression,,,,,,,0.0987,0.002,0.1434,0.0044,0.6008,0.0034,0.0555,0.001,0.0776,0.0013,,
communities_crime,regression,MAR,0.1,knn_3,lightgbm,,,,,,,0.0928,0.0016,0.138,0.0026,0.63,0.0101,0.0761,0.0008,0.108,0.0014,,
communities_crime,regression,MAR,0.1,knn_3,random_forest,,,,,,,0.0939,0.0008,0.1373,0.0031,0.6335,0.0286,0.0761,0.0008,0.108,0.0014,,
communities_crime,regression,MAR,0.1,knn_3,ridge_regression,,,,,,,0.0973,0.0033,0.1369,0.0065,0.6364,0.0169,0.0761,0.0008,0.108,0.0014,,
communities_crime,regression,MAR,0.1,knn_5,lightgbm,,,,,,,0.0923,0.0,0.1388,0.0023,0.6256,0.0258,0.0739,0.0006,0.1045,0.0018,,
communities_crime,regression,MAR,0.1,knn_5,random_forest,,,,,,,0.0938,0.0013,0.1384,0.0003,0.6279,0.0224,0.0739,0.0006,0.1045,0.0018,,
communities_crime,regression,MAR,0.1,knn_5,ridge_regression,,,,,,,0.0972,0.004,0.138,0.0073,0.6306,0.0178,0.0739,0.0006,0.1045,0.0018,,
communities_crime,regression,MAR,0.1,knn_7,lightgbm,,,,,,,0.0932,0.0015,0.1395,0.0027,0.6222,0.011,0.0736,0.0007,0.1039,0.0022,,
communities_crime,regression,MAR,0.1,knn_7,random_forest,,,,,,,0.0955,0.0008,0.1401,0.002,0.6189,0.0141,0.0736,0.0007,0.1039,0.0022,,
communities_crime,regression,MAR,0.1,knn_7,ridge_regression,,,,,,,0.0963,0.0043,0.1364,0.006,0.6394,0.0094,0.0736,0.0007,0.1039,0.0022,,
communities_crime,regression,MAR,0.1,miceforest,lightgbm,,,,,,,0.0976,0.0025,0.1449,0.0029,0.5919,0.0299,0.1245,0.0045,0.169,0.0072,,
communities_crime,regression,MAR,0.1,miceforest,random_forest,,,,,,,0.1009,0.0053,0.1452,0.0064,0.5901,0.0339,0.1245,0.0045,0.169,0.0072,,
communities_crime,regression,MAR,0.1,miceforest,ridge_regression,,,,,,,0.1117,0.0027,0.1524,0.0037,0.549,0.008,0.1245,0.0045,0.169,0.0072,,
communities_crime,regression,MAR,0.1,simple_const,lightgbm,,,,,,,0.0953,0.0005,0.1408,0.002,0.6151,0.0137,0.3567,0.0021,0.4086,0.0054,,
communities_crime,regression,MAR,0.1,simple_const,random_forest,,,,,,,0.0978,0.0013,0.1406,0.0015,0.616,0.0172,0.3567,0.0021,0.4086,0.0054,,
communities_crime,regression,MAR,0.1,simple_const,ridge_regression,,,,,,,0.1038,0.0018,0.1454,0.0031,0.5895,0.0085,0.3567,0.0021,0.4086,0.0054,,
communities_crime,regression,MAR,0.1,simple_freq,lightgbm,,,,,,,0.0941,0.0011,0.1405,0.0005,0.6165,0.0241,0.1643,0.0058,0.228,0.0105,,
communities_crime,regression,MAR,0.1,simple_freq,random_forest,,,,,,,0.0953,0.0017,0.1398,0.0018,0.6201,0.0158,0.1643,0.0058,0.228,0.0105,,
communities_crime,regression,MAR,0.1,simple_freq,ridge_regression,,,,,,,0.0992,0.0012,0.1404,0.0023,0.6171,0.0133,0.1643,0.0058,0.228,0.0105,,
communities_crime,regression,MAR,0.1,simple_mean,lightgbm,,,,,,,0.0947,0.0016,0.1415,0.0012,0.6106,0.0284,0.1464,0.0031,0.1903,0.0066,,
communities_crime,regression,MAR,0.1,simple_mean,random_forest,,,,,,,0.0956,0.0018,0.1403,0.0011,0.6174,0.0188,0.1464,0.0031,0.1903,0.0066,,
communities_crime,regression,MAR,0.1,simple_mean,ridge_regression,,,,,,,0.1005,0.0021,0.1417,0.0031,0.61,0.0093,0.1464,0.0031,0.1903,0.0066,,
communities_crime,regression,MAR,0.1,simple_median,lightgbm,,,,,,,0.0929,0.0005,0.1394,0.0011,0.622,0.0267,0.1378,0.0055,0.1945,0.0104,,
communities_crime,regression,MAR,0.1,simple_median,random_forest,,,,,,,0.0956,0.0034,0.14,0.0012,0.6192,0.0213,0.1378,0.0055,0.1945,0.0104,,
communities_crime,regression,MAR,0.1,simple_median,ridge_regression,,,,,,,0.0998,0.0022,0.141,0.0024,0.6137,0.0159,0.1378,0.0055,0.1945,0.0104,,
communities_crime,regression,MAR,0.15,iterative,lightgbm,,,,,,,0.0927,0.002,0.1398,0.0023,0.6206,0.0167,0.0596,0.0028,0.0823,0.0045,,
communities_crime,regression,MAR,0.15,iterative,random_forest,,,,,,,0.0945,0.0027,0.1376,0.0037,0.6323,0.0044,0.0596,0.0028,0.0823,0.0045,,
communities_crime,regression,MAR,0.15,iterative,ridge_regression,,,,,,,0.0966,0.0012,0.1373,0.0034,0.6341,0.005,0.0596,0.0028,0.0823,0.0045,,
communities_crime,regression,MAR,0.15,knn_3,lightgbm,,,,,,,0.0917,0.0019,0.1368,0.0018,0.6362,0.0202,0.0828,0.0038,0.1156,0.0038,,
communities_crime,regression,MAR,0.15,knn_3,random_forest,,,,,,,0.0952,0.0017,0.1395,0.001,0.6219,0.019,0.0828,0.0038,0.1156,0.0038,,
communities_crime,regression,MAR,0.15,knn_3,ridge_regression,,,,,,,0.0976,0.0013,0.1383,0.003,0.6284,0.0109,0.0828,0.0038,0.1156,0.0038,,
communities_crime,regression,MAR,0.15,knn_5,lightgbm,,,,,,,0.0935,0.0012,0.1406,0.0025,0.6155,0.0345,0.0804,0.0044,0.1118,0.0049,,
communities_crime,regression,MAR,0.15,knn_5,random_forest,,,,,,,0.0943,0.0025,0.1381,0.0016,0.6291,0.0251,0.0804,0.0044,0.1118,0.0049,,
communities_crime,regression,MAR,0.15,knn_5,ridge_regression,,,,,,,0.098,0.0005,0.1389,0.0032,0.6253,0.0065,0.0804,0.0044,0.1118,0.0049,,
communities_crime,regression,MAR,0.15,knn_7,lightgbm,,,,,,,0.0933,0.0021,0.1402,0.003,0.6183,0.0156,0.0798,0.0043,0.1111,0.0047,,
communities_crime,regression,MAR,0.15,knn_7,random_forest,,,,,,,0.0945,0.0027,0.1381,0.0021,0.6293,0.0177,0.0798,0.0043,0.1111,0.0047,,
communities_crime,regression,MAR,0.15,knn_7,ridge_regression,,,,,,,0.0975,0.0008,0.1387,0.0038,0.6269,0.0057,0.0798,0.0043,0.1111,0.0047,,
communities_crime,regression,MAR,0.15,miceforest,lightgbm,,,,,,,0.0988,0.0026,0.1461,0.0053,0.5856,0.0204,0.1282,0.0021,0.1723,0.0023,,
communities_crime,regression,MAR,0.15,miceforest,random_forest,,,,,,,0.1023,0.0028,0.1466,0.0048,0.5829,0.0016,0.1282,0.0021,0.1723,0.0023,,
communities_crime,regression,MAR,0.15,miceforest,ridge_regression,,,,,,,0.1093,0.0029,0.1507,0.0044,0.5593,0.0034,0.1282,0.0021,0.1723,0.0023,,
communities_crime,regression,MAR,0.15,simple_const,lightgbm,,,,,,,0.095,0.0003,0.1419,0.0035,0.6082,0.0318,0.3591,0.0037,0.4108,0.0039,,
communities_crime,regression,MAR,0.15,simple_const,random_forest,,,,,,,0.0964,0.0011,0.1421,0.0008,0.6075,0.0291,0.3591,0.0037,0.4108,0.0039,,
communities_crime,regression,MAR,0.15,simple_const,ridge_regression,,,,,,,0.1051,0.0022,0.1488,0.0025,0.5694,0.0255,0.3591,0.0037,0.4108,0.0039,,
communities_crime,regression,MAR,0.15,simple_freq,lightgbm,,,,,,,0.0934,0.0009,0.1401,0.0031,0.6186,0.0221,0.1635,0.0026,0.2279,0.0048,,
communities_crime,regression,MAR,0.15,simple_freq,random_forest,,,,,,,0.094,0.0033,0.1378,0.0037,0.6311,0.0137,0.1635,0.0026,0.2279,0.0048,,
communities_crime,regression,MAR,0.15,simple_freq,ridge_regression,,,,,,,0.0997,0.0012,0.1436,0.0058,0.5996,0.0207,0.1635,0.0026,0.2279,0.0048,,
communities_crime,regression,MAR,0.15,simple_mean,lightgbm,,,,,,,0.0939,0.0009,0.1407,0.0019,0.6154,0.0198,0.1496,0.0026,0.1923,0.0031,,
communities_crime,regression,MAR,0.15,simple_mean,random_forest,,,,,,,0.0948,0.0012,0.1391,0.0016,0.6239,0.0201,0.1496,0.0026,0.1923,0.0031,,
communities_crime,regression,MAR,0.15,simple_mean,ridge_regression,,,,,,,0.0993,0.001,0.1429,0.0046,0.6041,0.0009,0.1496,0.0026,0.1923,0.0031,,
communities_crime,regression,MAR,0.15,simple_median,lightgbm,,,,,,,0.0924,0.0014,0.1405,0.0036,0.6166,0.0234,0.141,0.0012,0.1973,0.0029,,
communities_crime,regression,MAR,0.15,simple_median,random_forest,,,,,,,0.0946,0.0031,0.1391,0.0031,0.6242,0.0104,0.141,0.0012,0.1973,0.0029,,
communities_crime,regression,MAR,0.15,simple_median,ridge_regression,,,,,,,0.0996,0.0004,0.1443,0.0054,0.5961,0.0053,0.141,0.0012,0.1973,0.0029,,
communities_crime,regression,MAR,0.2,iterative,lightgbm,,,,,,,0.0927,0.0016,0.1386,0.0012,0.6264,0.0307,0.0591,0.001,0.082,0.0022,,
communities_crime,regression,MAR,0.2,iterative,random_forest,,,,,,,0.0964,0.0013,0.1392,0.001,0.6235,0.0209,0.0591,0.001,0.082,0.0022,,
communities_crime,regression,MAR,0.2,iterative,ridge_regression,,,,,,,0.1001,0.0033,0.1416,0.0047,0.6104,0.0225,0.0591,0.001,0.082,0.0022,,
communities_crime,regression,MAR,0.2,knn_3,lightgbm,,,,,,,0.0921,0.0009,0.1378,0.0002,0.6309,0.0235,0.0795,0.0019,0.1136,0.0025,,
communities_crime,regression,MAR,0.2,knn_3,random_forest,,,,,,,0.096,0.0014,0.1397,0.0009,0.6206,0.0233,0.0795,0.0019,0.1136,0.0025,,
communities_crime,regression,MAR,0.2,knn_3,ridge_regression,,,,,,,0.0981,0.0013,0.138,0.0033,0.6306,0.0069,0.0795,0.0019,0.1136,0.0025,,
communities_crime,regression,MAR,0.2,knn_5,lightgbm,,,,,,,0.0937,0.0014,0.1386,0.0036,0.6262,0.0358,0.0774,0.0022,0.1102,0.0027,,
communities_crime,regression,MAR,0.2,knn_5,random_forest,,,,,,,0.0966,0.0018,0.14,0.0015,0.6186,0.0264,0.0774,0.0022,0.1102,0.0027,,
communities_crime,regression,MAR,0.2,knn_5,ridge_regression,,,,,,,0.0959,0.0021,0.1367,0.0037,0.6371,0.0096,0.0774,0.0022,0.1102,0.0027,,
communities_crime,regression,MAR,0.2,knn_7,lightgbm,,,,,,,0.0937,0.0008,0.1394,0.0025,0.6223,0.0257,0.077,0.0022,0.1094,0.0027,,
communities_crime,regression,MAR,0.2,knn_7,random_forest,,,,,,,0.0955,0.0018,0.1394,0.0016,0.6216,0.0332,0.077,0.0022,0.1094,0.0027,,
communities_crime,regression,MAR,0.2,knn_7,ridge_regression,,,,,,,0.0969,0.0024,0.138,0.0031,0.6302,0.0118,0.077,0.0022,0.1094,0.0027,,
communities_crime,regression,MAR,0.2,miceforest,lightgbm,,,,,,,0.1016,0.0017,0.1501,0.0033,0.5628,0.0085,0.1264,0.0051,0.1727,0.0069,,
communities_crime,regression,MAR,0.2,miceforest,random_forest,,,,,,,0.1082,0.0055,0.1543,0.0063,0.5378,0.0267,0.1264,0.0051,0.1727,0.0069,,
communities_crime,regression,MAR,0.2,miceforest,ridge_regression,,,,,,,0.1128,0.0024,0.1585,0.0049,0.5118,0.0281,0.1264,0.0051,0.1727,0.0069,,
communities_crime,regression,MAR,0.2,simple_const,lightgbm,,,,,,,0.0957,0.0014,0.142,0.002,0.6072,0.036,0.355,0.0067,0.4085,0.0086,,
communities_crime,regression,MAR,0.2,simple_const,random_forest,,,,,,,0.0985,0.0007,0.1429,0.0018,0.6027,0.0315,0.355,0.0067,0.4085,0.0086,,
communities_crime,regression,MAR,0.2,simple_const,ridge_regression,,,,,,,0.1071,0.0019,0.1509,0.0017,0.5577,0.0206,0.355,0.0067,0.4085,0.0086,,
communities_crime,regression,MAR,0.2,simple_freq,lightgbm,,,,,,,0.0954,0.0016,0.1418,0.0012,0.6088,0.0302,0.1588,0.0089,0.2247,0.0101,,
communities_crime,regression,MAR,0.2,simple_freq,random_forest,,,,,,,0.0979,0.0008,0.1422,0.0005,0.6069,0.0228,0.1588,0.0089,0.2247,0.0101,,
communities_crime,regression,MAR,0.2,simple_freq,ridge_regression,,,,,,,0.1028,0.0022,0.1464,0.0033,0.5837,0.017,0.1588,0.0089,0.2247,0.0101,,
communities_crime,regression,MAR,0.2,simple_mean,lightgbm,,,,,,,0.0949,0.0021,0.1422,0.002,0.6072,0.0173,0.1466,0.0032,0.1901,0.0053,,
communities_crime,regression,MAR,0.2,simple_mean,random_forest,,,,,,,0.0977,0.0021,0.1418,0.0015,0.6092,0.0215,0.1466,0.0032,0.1901,0.0053,,
communities_crime,regression,MAR,0.2,simple_mean,ridge_regression,,,,,,,0.1036,0.0022,0.1464,0.0031,0.5836,0.016,0.1466,0.0032,0.1901,0.0053,,
communities_crime,regression,MAR,0.2,simple_median,lightgbm,,,,,,,0.0923,0.0019,0.1381,0.0027,0.6295,0.0096,0.1356,0.0054,0.1931,0.0074,,
communities_crime,regression,MAR,0.2,simple_median,random_forest,,,,,,,0.0975,0.0008,0.1422,0.0015,0.6071,0.0179,0.1356,0.0054,0.1931,0.0074,,
communities_crime,regression,MAR,0.2,simple_median,ridge_regression,,,,,,,0.1026,0.0026,0.1459,0.003,0.5865,0.0151,0.1356,0.0054,0.1931,0.0074,,
communities_crime,regression,MAR,0.25,iterative,lightgbm,,,,,,,0.0946,0.004,0.1395,0.0052,0.6224,0.019,0.0615,0.0013,0.0854,0.0024,,
communities_crime,regression,MAR,0.25,iterative,random_forest,,,,,,,0.0951,0.0017,0.1389,0.004,0.625,0.0258,0.0615,0.0013,0.0854,0.0024,,
communities_crime,regression,MAR,0.25,iterative,ridge_regression,,,,,,,0.0989,0.0016,0.1392,0.0045,0.6241,0.001,0.0615,0.0013,0.0854,0.0024,,
communities_crime,regression,MAR,0.25,knn_3,lightgbm,,,,,,,0.0936,0.0016,0.14,0.0048,0.619,0.0256,0.0831,0.0015,0.1188,0.0014,,
communities_crime,regression,MAR,0.25,knn_3,random_forest,,,,,,,0.0951,0.0017,0.1397,0.0046,0.6214,0.0134,0.0831,0.0015,0.1188,0.0014,,
communities_crime,regression,MAR,0.25,knn_3,ridge_regression,,,,,,,0.0992,0.0019,0.1407,0.0042,0.6156,0.019,0.0831,0.0015,0.1188,0.0014,,
communities_crime,regression,MAR,0.25,knn_5,lightgbm,,,,,,,0.0919,0.0027,0.1381,0.0059,0.6303,0.0102,0.0803,0.0013,0.1143,0.0013,,
communities_crime,regression,MAR,0.25,knn_5,random_forest,,,,,,,0.095,0.0018,0.1393,0.0033,0.6233,0.0122,0.0803,0.0013,0.1143,0.0013,,
communities_crime,regression,MAR,0.25,knn_5,ridge_regression,,,,,,,0.0999,0.0005,0.1422,0.0033,0.6074,0.0159,0.0803,0.0013,0.1143,0.0013,,
communities_crime,regression,MAR,0.25,knn_7,lightgbm,,,,,,,0.0929,0.0008,0.1399,0.0046,0.6195,0.03,0.0798,0.0012,0.1138,0.0014,,
communities_crime,regression,MAR,0.25,knn_7,random_forest,,,,,,,0.0956,0.0012,0.1388,0.0021,0.6257,0.0178,0.0798,0.0012,0.1138,0.0014,,
communities_crime,regression,MAR,0.25,knn_7,ridge_regression,,,,,,,0.0998,0.0003,0.1418,0.0028,0.6097,0.0168,0.0798,0.0012,0.1138,0.0014,,
communities_crime,regression,MAR,0.25,miceforest,lightgbm,,,,,,,0.1066,0.004,0.1539,0.0103,0.5395,0.0486,0.13,0.0007,0.1795,0.0027,,
communities_crime,regression,MAR,0.25,miceforest,random_forest,,,,,,,0.1128,0.0027,0.1583,0.0047,0.5127,0.0324,0.13,0.0007,0.1795,0.0027,,
communities_crime,regression,MAR,0.25,miceforest,ridge_regression,,,,,,,0.117,0.0066,0.1586,0.0097,0.5119,0.0332,0.13,0.0007,0.1795,0.0027,,
communities_crime,regression,MAR,0.25,simple_const,lightgbm,,,,,,,0.0975,0.0012,0.1438,0.0046,0.5988,0.0142,0.3542,0.0012,0.4086,0.0025,,
communities_crime,regression,MAR,0.25,simple_const,random_forest,,,,,,,0.0984,0.0025,0.1429,0.0006,0.603,0.0218,0.3542,0.0012,0.4086,0.0025,,
communities_crime,regression,MAR,0.25,simple_const,ridge_regression,,,,,,,0.1078,0.0052,0.1507,0.0097,0.5596,0.0292,0.3542,0.0012,0.4086,0.0025,,
communities_crime,regression,MAR,0.25,simple_freq,lightgbm,,,,,,,0.0965,0.0015,0.142,0.0023,0.6084,0.0123,0.1651,0.0044,0.2324,0.0046,,
communities_crime,regression,MAR,0.25,simple_freq,random_forest,,,,,,,0.0973,0.0005,0.1412,0.0027,0.6127,0.0229,0.1651,0.0044,0.2324,0.0046,,
communities_crime,regression,MAR,0.25,simple_freq,ridge_regression,,,,,,,0.1041,0.0019,0.1472,0.0069,0.5799,0.016,0.1651,0.0044,0.2324,0.0046,,
communities_crime,regression,MAR,0.25,simple_mean,lightgbm,,,,,,,0.0959,0.0008,0.1431,0.0042,0.6023,0.0249,0.1481,0.0014,0.1938,0.0018,,
communities_crime,regression,MAR,0.25,simple_mean,random_forest,,,,,,,0.0969,0.0013,0.1412,0.0041,0.6131,0.0141,0.1481,0.0014,0.1938,0.0018,,
communities_crime,regression,MAR,0.25,simple_mean,ridge_regression,,,,,,,0.1043,0.0032,0.1459,0.0078,0.5875,0.0196,0.1481,0.0014,0.1938,0.0018,,
communities_crime,regression,MAR,0.25,simple_median,lightgbm,,,,,,,0.0975,0.002,0.1451,0.0037,0.5909,0.0172,0.1386,0.0008,0.1984,0.0013,,
communities_crime,regression,MAR,0.25,simple_median,random_forest,,,,,,,0.0968,0.0007,0.1407,0.0033,0.6154,0.0199,0.1386,0.0008,0.1984,0.0013,,
communities_crime,regression,MAR,0.25,simple_median,ridge_regression,,,,,,,0.1036,0.0037,0.1466,0.0085,0.5831,0.0225,0.1386,0.0008,0.1984,0.0013,,
communities_crime,regression,MAR,0.3,iterative,lightgbm,,,,,,,0.0939,0.0046,0.1406,0.0038,0.6162,0.0046,0.0643,0.0004,0.0901,0.0003,,
communities_crime,regression,MAR,0.3,iterative,random_forest,,,,,,,0.0956,0.002,0.1389,0.0026,0.6248,0.0218,0.0643,0.0004,0.0901,0.0003,,
communities_crime,regression,MAR,0.3,iterative,ridge_regression,,,,,,,0.0993,0.0065,0.1471,0.0171,0.5778,0.0865,0.0643,0.0004,0.0901,0.0003,,
communities_crime,regression,MAR,0.3,knn_3,lightgbm,,,,,,,0.0949,0.002,0.1407,0.0034,0.6155,0.0095,0.0849,0.0023,0.1214,0.0022,,
communities_crime,regression,MAR,0.3,knn_3,random_forest,,,,,,,0.0947,0.0028,0.1379,0.0036,0.6305,0.0214,0.0849,0.0023,0.1214,0.0022,,
communities_crime,regression,MAR,0.3,knn_3,ridge_regression,,,,,,,0.0995,0.0052,0.1414,0.0092,0.6115,0.038,0.0849,0.0023,0.1214,0.0022,,
communities_crime,regression,MAR,0.3,knn_5,lightgbm,,,,,,,0.094,0.0039,0.1388,0.0047,0.6258,0.025,0.0823,0.0015,0.1176,0.0019,,
communities_crime,regression,MAR,0.3,knn_5,random_forest,,,,,,,0.0945,0.0028,0.1378,0.0036,0.6315,0.012,0.0823,0.0015,0.1176,0.0019,,
communities_crime,regression,MAR,0.3,knn_5,ridge_regression,,,,,,,0.0991,0.0059,0.142,0.01,0.6082,0.044,0.0823,0.0015,0.1176,0.0019,,
communities_crime,regression,MAR,0.3,knn_7,lightgbm,,,,,,,0.0919,0.0028,0.1372,0.0028,0.6346,0.0113,0.0818,0.0016,0.1168,0.0019,,
communities_crime,regression,MAR,0.3,knn_7,random_forest,,,,,,,0.0946,0.0043,0.1384,0.0042,0.6278,0.0231,0.0818,0.0016,0.1168,0.0019,,
communities_crime,regression,MAR,0.3,knn_7,ridge_regression,,,,,,,0.0994,0.0058,0.1424,0.0089,0.6061,0.0382,0.0818,0.0016,0.1168,0.0019,,
communities_crime,regression,MAR,0.3,miceforest,lightgbm,,,,,,,0.1026,0.0088,0.1477,0.0111,0.576,0.0537,0.1327,0.0012,0.1827,0.0014,,
communities_crime,regression,MAR,0.3,miceforest,random_forest,,,,,,,0.1076,0.0061,0.1514,0.0084,0.5545,0.0428,0.1327,0.0012,0.1827,0.0014,,
communities_crime,regression,MAR,0.3,miceforest,ridge_regression,,,,,,,0.1132,0.0099,0.1565,0.0127,0.5238,0.0625,0.1327,0.0012,0.1827,0.0014,,
communities_crime,regression,MAR,0.3,simple_const,lightgbm,,,,,,,0.0969,0.0034,0.1433,0.003,0.6011,0.0141,0.3563,0.0037,0.4123,0.0039,,
communities_crime,regression,MAR,0.3,simple_const,random_forest,,,,,,,0.0987,0.004,0.1439,0.0046,0.5974,0.0311,0.3563,0.0037,0.4123,0.0039,,
communities_crime,regression,MAR,0.3,simple_const,ridge_regression,,,,,,,0.107,0.0045,0.1515,0.0054,0.5544,0.009,0.3563,0.0037,0.4123,0.0039,,
communities_crime,regression,MAR,0.3,simple_freq,lightgbm,,,,,,,0.095,0.0023,0.1386,0.0026,0.6267,0.017,0.1661,0.0034,0.2348,0.0017,,
communities_crime,regression,MAR,0.3,simple_freq,random_forest,,,,,,,0.0979,0.0033,0.1408,0.0038,0.6142,0.032,0.1661,0.0034,0.2348,0.0017,,
communities_crime,regression,MAR,0.3,simple_freq,ridge_regression,,,,,,,0.1034,0.0034,0.1468,0.0037,0.5816,0.02,0.1661,0.0034,0.2348,0.0017,,
communities_crime,regression,MAR,0.3,simple_mean,lightgbm,,,,,,,0.0965,0.004,0.1407,0.0054,0.6153,0.0246,0.1492,0.0005,0.1958,0.0005,,
